rank	q_avg
268	0
269	0
270	0
271	0
272	0
273	0
274	0
275	0
276	0
277	0
278	0
279	0
280	0
281	0
282	0
283	0
284	0
285	0
286	0
287	0
288	0
289	0
290	0
291	0
292	0
293	0
294	0
295	0
296	0
297	0
298	0
299	0
300	0
301	0
302	0
303	0
304	0
305	0
306	0
307	0
308	0
309	0
310	0
311	0
312	0
313	0
314	0
315	0
316	0
317	0
318	0
319	0
320	0
321	0
322	0
323	0
324	0
325	0
326	0
327	0
328	0
329	0
330	0
331	0
332	0
333	0
334	0
335	0
336	0
337	0
338	0
339	0
340	0
341	0
342	0
343	0
344	0
345	0
346	0
347	0
348	0
349	0
350	0
351	0
352	0
353	0
354	0
355	0
356	0
357	0
358	0
359	0
360	0
361	0
362	0
363	0
364	0
365	0
366	0
367	0
368	0
369	0
370	0
371	0
372	0
373	0
374	0
375	0
376	0
377	0
378	0
379	0
380	0
381	0
382	0
383	0
384	0
385	0
386	0
387	0
388	0
389	0
390	0
391	0
392	0
393	0
394	0
395	0
396	0
397	0
398	0
399	0
400	0
401	0
402	0
403	0
404	0
405	0
406	0
407	0
408	0
409	0
410	0
411	0
412	0
413	0
414	0
415	0
416	0
417	0
418	0
419	0
420	0
421	0
422	0
423	0
424	0
425	0
426	0
427	0
428	0
429	0
430	0
431	0
432	0
433	0
434	0
435	0
436	0
437	0
438	0
439	0
440	0
441	0
442	0
443	0
444	0
445	0
446	0
447	0
448	0
449	0
450	0
451	0
452	0
453	0
454	0
455	0
456	0
457	0
458	0
459	0
460	0
461	0
462	0
463	0
464	0
465	0
466	0
467	0
468	0
469	0
470	0
471	0
472	0
473	0
474	0
475	0
476	0
477	0
478	0
479	0
480	0
481	0
482	0
483	0
484	0
485	0
486	0
487	0
488	0
489	0
490	0
491	0
492	0
493	0
494	0
495	0
496	0
497	0
498	0
499	0
500	0
501	0
502	0
503	0
504	0
505	0
506	0
507	0
508	0
509	0
510	0
511	0
512	0
513	0
514	NaN
515	NaN
516	NaN
517	NaN
518	NaN
519	NaN
520	NaN
521	NaN
522	NaN
523	NaN
524	NaN
525	NaN
526	NaN
527	NaN
528	NaN
529	NaN
530	NaN
531	NaN
532	NaN
533	NaN
534	NaN
535	NaN
536	NaN
537	NaN
538	NaN
539	NaN
540	NaN
541	NaN
542	NaN
543	NaN
544	NaN
545	NaN
546	NaN
547	NaN
548	NaN
549	NaN
550	NaN
551	NaN
552	NaN
553	NaN
554	NaN
555	NaN
556	NaN
557	NaN
558	NaN
559	NaN
560	NaN
561	NaN
562	NaN
563	NaN
564	NaN
565	NaN
566	NaN
567	NaN
568	NaN
569	NaN
570	NaN
571	NaN
572	NaN
573	NaN
574	NaN
575	NaN
576	NaN
577	NaN
578	NaN
579	NaN
580	NaN
581	NaN
582	NaN
583	NaN
584	NaN
585	NaN
586	NaN
587	NaN
588	NaN
589	NaN
590	NaN
591	NaN
592	NaN
593	NaN
594	NaN
595	NaN
596	NaN
597	NaN
598	NaN
599	NaN
600	NaN
601	NaN
602	NaN
603	NaN
604	NaN
605	NaN
606	NaN
607	NaN
608	NaN
609	NaN
610	NaN
611	NaN
612	NaN
613	NaN
614	NaN
615	NaN
616	NaN
617	NaN
618	NaN
619	NaN
620	NaN
621	NaN
622	NaN
623	NaN
624	NaN
625	NaN
626	NaN
627	NaN
628	NaN
629	NaN
630	NaN
631	NaN
632	NaN
633	NaN
634	NaN
635	NaN
636	NaN
637	NaN
638	NaN
639	NaN
640	NaN
641	NaN
642	NaN
643	NaN
644	NaN
645	NaN
646	NaN
647	NaN
648	NaN
649	NaN
650	NaN
651	NaN
652	NaN
653	NaN
654	NaN
655	NaN
656	NaN
657	NaN
658	NaN
659	NaN
660	NaN
661	NaN
662	NaN
663	NaN
664	NaN
665	NaN
666	NaN
667	NaN
668	NaN
669	NaN
670	NaN
671	NaN
672	NaN
673	NaN
674	NaN
675	NaN
676	NaN
677	NaN
678	NaN
679	NaN
680	NaN
681	NaN
682	NaN
683	NaN
684	NaN
685	NaN
686	NaN
687	NaN
688	NaN
689	NaN
690	NaN
691	NaN
692	NaN
693	NaN
694	NaN
695	NaN
696	NaN
697	NaN
698	NaN
699	NaN
700	NaN
701	NaN
702	NaN
703	NaN
704	NaN
705	NaN
706	NaN
707	NaN
708	NaN
709	NaN
710	NaN
711	NaN
712	NaN
713	NaN
714	NaN
715	NaN
716	NaN
717	NaN
718	NaN
719	NaN
720	NaN
721	NaN
722	NaN
723	NaN
724	NaN
725	NaN
726	NaN
727	NaN
728	NaN
729	NaN
730	NaN
731	NaN
732	NaN
733	NaN
734	NaN
735	NaN
736	NaN
737	NaN
738	NaN
739	NaN
740	NaN
741	NaN
742	NaN
743	NaN
744	NaN
745	NaN
746	NaN
747	NaN
748	NaN
749	NaN
750	NaN
751	NaN
752	NaN
753	NaN
754	NaN
755	NaN
756	NaN
757	NaN
758	NaN
759	NaN
760	NaN
761	NaN
762	NaN
763	NaN
764	NaN
765	NaN
766	NaN
767	NaN
768	NaN
769	NaN
770	NaN
771	NaN
772	NaN
773	NaN
774	NaN
775	NaN
776	NaN
777	NaN
778	NaN
779	NaN
780	NaN
781	NaN
782	NaN
783	NaN
784	NaN
785	NaN
786	NaN
787	NaN
788	NaN
789	NaN
790	NaN
791	NaN
792	NaN
793	NaN
794	NaN
795	NaN
796	NaN
797	NaN
798	NaN
799	NaN
800	NaN
801	NaN
802	NaN
803	NaN
804	NaN
805	NaN
806	NaN
807	NaN
808	NaN
809	NaN
810	NaN
811	NaN
812	NaN
813	NaN
814	NaN
815	NaN
816	NaN
817	NaN
818	NaN
819	NaN
820	NaN
821	NaN
822	NaN
823	NaN
824	NaN
825	NaN
826	NaN
827	NaN
828	NaN
829	NaN
830	NaN
831	NaN
832	NaN
833	NaN
834	NaN
835	NaN
836	NaN
837	NaN
838	NaN
839	NaN
840	NaN
841	NaN
842	NaN
843	NaN
844	NaN
845	NaN
846	NaN
847	NaN
848	NaN
849	NaN
850	NaN
851	NaN
852	NaN
853	NaN
854	NaN
855	NaN
856	NaN
857	NaN
858	NaN
859	NaN
860	NaN
861	NaN
862	NaN
863	NaN
864	NaN
865	NaN
866	NaN
867	NaN
868	NaN
869	NaN
870	NaN
871	NaN
872	NaN
873	NaN
874	NaN
875	NaN
876	NaN
877	NaN
878	NaN
879	NaN
880	NaN
881	NaN
882	NaN
883	NaN
884	NaN
885	NaN
886	NaN
887	NaN
888	NaN
889	NaN
890	NaN
891	NaN
892	NaN
893	NaN
894	NaN
895	NaN
896	NaN
897	NaN
898	NaN
899	NaN
900	NaN
901	NaN
902	NaN
903	NaN
904	NaN
905	NaN
906	NaN
907	NaN
908	NaN
909	NaN
910	NaN
911	NaN
912	NaN
913	NaN
914	NaN
915	NaN
916	NaN
917	NaN
918	NaN
919	NaN
920	NaN
921	NaN
922	NaN
923	NaN
924	NaN
925	NaN
926	NaN
927	NaN
928	NaN
929	NaN
930	NaN
931	NaN
932	NaN
933	NaN
934	NaN
935	NaN
936	NaN
937	NaN
938	NaN
939	NaN
940	NaN
941	NaN
942	NaN
943	NaN
944	NaN
945	NaN
946	NaN
947	NaN
948	NaN
949	NaN
950	NaN
951	NaN
952	NaN
953	NaN
954	NaN
955	NaN
956	NaN
957	NaN
958	NaN
959	NaN
960	NaN
961	NaN
962	NaN
963	NaN
964	NaN
965	NaN
966	NaN
967	NaN
968	NaN
969	NaN
970	NaN
971	NaN
972	NaN
973	NaN
974	NaN
975	NaN
976	NaN
977	NaN
978	NaN
979	NaN
980	NaN
981	NaN
982	NaN
983	NaN
984	NaN
985	NaN
986	NaN
987	NaN
988	NaN
989	NaN
990	NaN
991	NaN
992	NaN
993	NaN
994	NaN
995	NaN
996	NaN
997	NaN
998	NaN
999	NaN
1000	NaN
